No.,State,District,Date,Flood Cause,Main River Basin,latitude,longitude,geocode_status
756,Sarawak,Kanowit,13/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Pasar Kanowit); Batang Rajang (Jalan Mission),2.1011755,112.1527148,success
757,Sarawak,Kanowit,13/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Ranan Kemiding); Batang Rajang (Jalan Rantau Kemiding),2.1011755,112.1527148,success
758,Sarawak,Sibu,13/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Rajang (Jalan Sungai Maaw - Sungai Bidut); Batang Rajang (Jalan Hock Ming, Sungai Maaw); Batang Rajang (Jalan Chew Kung)",2.2883267,111.8312675,success
759,Sarawak,Sibu,13/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Oya (Jln Tabau(Jln Utama Menuju Ke Nanga Tajam & Nanga ); Batang Oya (Rumah Tamat, Nanga Tabau)",2.2883267,111.8312675,success
760,Johor,Pontian,13/01/2025,"Air Laut Pasang, Hujan Lebat / Berterusan, Saliran Dalaman",-,1.4869255,103.388961,success
761,Sarawak,Song,13/01/2025,Air Sungai Melimpah,Batang Rajang (SK Nanga Temalat); Batang Rajang (Rumah Austin Ekau); Batang Rajang (Rumah Mohd Edwin); Batang Rajang (Berek Kerajaan Daerah Song),2.0064401,112.5497602,success
762,Sarawak,Miri,12/1/2025,"Air Laut Pasang, Air Sungai Melimpah",Sungai Sibuti (Kampung Keluru Jaya),4.4179767,114.0155348,success
763,Sarawak,Bintulu,12/1/2025,"Air Laut Pasang, Air Sungai Melimpah",Batang Kemena (KMNATP0008 - Kg. Kemunting); Batang Kemena (KMNATP0012 - Kg. Sinong); Batang Kemena (KMNATP0005 - Kg. Baru),3.1738542,113.0428485,success
764,Sarawak,Bintulu,12/1/2025,"Air Laut Pasang, Air Sungai Melimpah",Batang Kemena (Good Park),3.1738542,113.0428485,success
765,Sarawak,Bintulu,12/1/2025,"Air Laut Pasang, Air Sungai Melimpah",Batang Kemena (KMNATP0046 - Kg. Jepak); Batang Kemena (KMNATP0049 - Kg. Jepak Serbuan Kecil),3.1738542,113.0428485,success
766,Sabah,Tuaran,12/1/2025,"Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Sulaman (DAMTTP0012 - Kg. Kindu),6.176269,116.23279,success
767,Sabah,Kota Belud,12/1/2025,Air Sungai Melimpah,Sungai Tempasuk (Kg. Tambilaung),6.3552406,116.4310738,success
768,Sarawak,Sibu,12/1/2025,Hujan Lebat / Berterusan,Batang Rajang (Jalan Khoo Peng Loong); Batang Rajang (Jalan Lanang),2.2883267,111.8312675,success
769,Sarawak,Kanowit,12/1/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Rajang (Rumah Suzusie Lily, Sungai Baluh)",2.1011755,112.1527148,success
770,Sarawak,Sibu,12/1/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Rumah Joseph); Batang Rajang (Rumah Maureen Anak Francis),2.2883267,111.8312675,success
771,Sarawak,Kanowit,12/1/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Jalan Lukut Penyulau),2.1011755,112.1527148,success
772,Sarawak,Sibu,12/1/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Rajang (Jalan Utama Masuk Ke Kawasan Kampung Kedada Rumah ); Batang Rajang (Kawasan Tanjung Latap); Batang Rajang (Rumah Edward Chendang, Nanga Assan)",2.2883267,111.8312675,success
773,Sarawak,Selangau,12/1/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Mukah (SK Nanga Selangau),2.5400855,112.3405368,success
774,Sarawak,Miri,12/1/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Baram (Long Lamai),4.4179767,114.0155348,success
775,WP Labuan,Labuan,12/1/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat, Saliran Dalaman",-,5.3109549,115.2244853,success
776,WP Labuan,Labuan,12/1/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat",-,5.3109549,115.2244853,success
777,Sarawak,Bintulu,12/1/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Kemena (Rumah Panjang Joseph Gawing, Jelalong)",3.1738542,113.0428485,success
778,Sarawak,Selangau,11/1/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Mukah (Jalan Rumah Nyarapong, Nanga Kalai); Batang Mukah (Jalan Rumah Awa, Nanga Sebatu); Batang Mukah (Jalan Rumah Pasang Sungai Selangau dan Rumah Balan); Batang Mukah (Rumah Maran, Nanga Selangau)",2.5400855,112.3405368,success
779,Johor,Segamat,11/1/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Muar (JMTHTP0001 - Kg. Bukit Tunggal),2.50346,102.8207542,success
780,Johor,Kluang,11/1/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Endau (KHNGTP0001 - Kg. Contoh),2.0360485,103.3311758,success
781,Johor,Johor Bahru,11/1/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Skudai (SKUDTP0002 - Kg. Laut Batu 10); Sungai Skudai (Kg Sepakat Baru),1.4798575,103.7642576,success
782,Johor,Johor Bahru,11/1/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan, Longkang Tersumbat, Saliran Dalaman","Sungai Skudai (SKUDTP0004 - Kg. Pasir); Sungai Skudai (SKUDTP0005 - Kg. Sri Serdang); Sungai Skudai (SKUDTP0010 - Taman Tampoi Indah, Apartment Lily Ja); Sungai Skudai (KG SRI JAYA)",1.4798575,103.7642576,success
783,Sarawak,Sibu,11/1/2025,Hujan Lebat / Berterusan,Batang Rajang (Lorong Sentosa 4 Timur); Batang Rajang (Lorong Sentosa 8); Batang Rajang (Lorong Sentosa Utara 8),2.2883267,111.8312675,success
784,Johor,Kulai,11/1/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Lain-lain, Saliran Dalaman",Sungai Pontian Besar (PNBSTP0006 - Kg. Melayu Bukit Batu); Sungai Pontian Besar (PNBSTP0002 - Kg. Sri Rahmat); Sungai Pontian Besar (PNBSTP0001 - Kg. Sri Paya),1.6555388,103.5975248,success
785,Johor,Johor Bahru,11/1/2025,"Air Laut Pasang, Hujan Lebat / Berterusan, Longkang Tersumbat, Saliran Dalaman , Struktur / Lintasan Menghalang Laluan Air","Sungai Tebrau (KG BELANTIK, JALAN REJAB)",1.4798575,103.7642576,success
786,Johor,Johor Bahru,11/1/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan, Longkang Tersumbat, Saliran Dalaman , Struktur / Lintasan Menghalang Laluan Air",Sungai Pulai (KG BARU GELANG PATAH); Sungai Pulai (PLAITP0003 - Kg. Pulai),1.4798575,103.7642576,success
787,Johor,Kulai,11/1/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Johor (SIAMTP0001 - Kg. Sungai Siam); Sungai Johor (SIAMTP0002 - Kg. Murni Jaya),1.6555388,103.5975248,success
788,Johor,Kulai,11/1/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Skudai (SKUDTP0021 - Kg. Melayu Sengkang); Sungai Skudai (SKUDTP0015 - Kg. Sepakat Baru),1.6555388,103.5975248,success
789,Johor,Kluang,11/1/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Endau (SMKCTP0001 - Kg. Tengah Dalam); Sungai Endau (MGKBTP0010 - Kg. Palembang Lama & Baru),2.0360485,103.3311758,success
790,Johor,Johor Bahru,11/1/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan, Longkang Tersumbat, Saliran Dalaman , Struktur / Lintasan Menghalang Laluan Air","Sungai Johor (TRAMTP0005 - Kg. Dagang, Sg. Tiram); Sungai Johor (TRAMTP0004 - Kg. Sg. Tiram, Batu 18, Batu 19, Batu); Sungai Johor (Jalan Simpang Mados)",1.4798575,103.7642576,success
791,Johor,Johor Bahru,11/1/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan, Longkang Tersumbat, Saliran Dalaman , Struktur / Lintasan Menghalang Laluan Air",Sungai Johor (TRAMTP0002 - Kg. Paya Sg. Redan); Sungai Johor (PDRMTP0001 - Kg. Sg. Penderam); Sungai Johor (TRAMTP0006 - Kg. Desa Pinggitan),1.4798575,103.7642576,success
792,Johor,Pontian,11/1/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Pontian Besar (PNBSTP0011 - Kg. Sri Gambut); Sungai Pontian Besar (AYHTTP0001 - Kg. Paya Embun); Sungai Pulai (PLAITP0004 - Kg. Ulu Pulai); Sungai Pulai (Kg. Moleh),1.4869255,103.388961,success
793,Sarawak,Sibu,11/1/2025,Hujan Lebat / Berterusan,Batang Rajang (Lorong Bahagia Tengah 1); Batang Rajang (Lorong Bahagia Tengah 4); Batang Rajang (Lorong Bahagia Tengah 6),2.2883267,111.8312675,success
794,Sarawak,Selangau,11/1/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Mukah (Rumah Magdeline Entayang, Kampung Melinau Baru); Batang Mukah (Rumah Silvester, Kampung Kara); Batang Mukah (Rumah Chandu, Kampung Keranji Madu); Batang Mukah (SK Nanga Kua)",2.5400855,112.3405368,success
795,Sarawak,Sibu,11/1/2025,Hujan Lebat / Berterusan,Batang Rajang (Lorong Jeriah Barat 4); Batang Rajang (Lorong Jeriah Barat 5A); Batang Rajang (Lorong Jeriah Barat 5B),2.2883267,111.8312675,success
796,Sarawak,Sibu,11/1/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Rumah Suri Anak Unja); Batang Rajang (Rumah Sylvester Gana); Batang Rajang (Rumah Binit Anak Sanggau); Batang Rajang (Rumah Bobo Kamat),2.2883267,111.8312675,success
797,Sarawak,Sibu,11/1/2025,Hujan Lebat / Berterusan,Batang Rajang (Jalan Geronggang),2.2883267,111.8312675,success
798,Johor,Johor Bahru,11/1/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan, Longkang Tersumbat, Saliran Dalaman , Struktur / Lintasan Menghalang Laluan Air",Sungai Tebrau (TBRATP0004 - Kg. Kangkar Tebrau); Sungai Tebrau (TBRATP0010 - Kg. Bunga Ros); Sungai Tebrau (TBRATP0003 - Kg. Paya Kenangan); Sungai Tebrau (TBRATP0007 - Kg. Pasir Tebrau); Sungai Tebrau (KG BARU PANDAN),1.4798575,103.7642576,success
799,Johor,Kota Tinggi,11/1/2025,"Hujan Lebat / Berterusan, Saliran Dalaman , Struktur / Lintasan Menghalang Laluan Air",-,1.7289043,103.8990801,success
800,Johor,Pontian,11/1/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",-,1.4869255,103.388961,success
801,Johor,Pontian,11/1/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Pontian Besar (PNBSTP0008 - Lorong Mohsen); Sungai Sanglang (Pt. Lanchang); Sungai Sanglang (Pt. Serong); Sungai Sanglang (Pt. Bujang),1.4869255,103.388961,success
802,Johor,Pontian,11/1/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Benut (Kg. Sg. Pinggan); Sungai Benut (PNGNTP0006 - Parit Haji Yasin); Sungai Benut (Pt. Ramunia Darat); Sungai Benut (BNUTTP0011 - Parit Wak Jabir); Sungai Benut (Pt. Bachok),1.4869255,103.388961,success
803,Johor,Kota Tinggi,10/1/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Lain-lain",Sungai Johor (TLORTP0003 - Kg. Baru Sg Mas),1.7289043,103.8990801,success
804,Johor,Kota Tinggi,10/1/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Johor (PMDITP0002 - Taman Aman),1.7289043,103.8990801,success
805,Johor,Kota Tinggi,10/1/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan","Sungai Sedeli Besar (SMLKTP0003 - Kg. Hj. Jambi); Sungai Sedeli Besar (GMBTTP0001 - Parit II,Kg. Gembut); Sungai Sedeli Besar (PRPTTP0001 - Kg. Perpat)",1.7289043,103.8990801,success
806,Sarawak,Kapit,10/1/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat, Pembangunan / Pembukaan Tanah / Sampah Sarap, Struktur / Lintasan Menghalang Laluan Air","Batang Rajang (Danau Sebabau, Bukit Goram); Batang Rajang (Ivy Park, Bukit Goram)",1.995115,112.933085,success
807,Sarawak,Sibu,10/1/2025,Hujan Lebat / Berterusan,Batang Rajang (Lorong Satria Timur),2.2883267,111.8312675,success
808,Sarawak,Sibu,10/1/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Lot 650 Lorong Kampung Jeriah Utara 2B),2.2883267,111.8312675,success
809,Sarawak,Sibu,10/1/2025,Hujan Lebat / Berterusan,Batang Rajang (Klinik Kesihatan Jalan Oya Sibu),2.2883267,111.8312675,success
810,Sarawak,Sibu,10/1/2025,Hujan Lebat / Berterusan,Batang Rajang (Hospital Sibu),2.2883267,111.8312675,success
811,Sabah,Ranau,9/1/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Sugut (Kg. Muruk Ranau); Sungai Sugut (Kg. Sedul 1 Ranau); Sungai Sugut (Kg. Sedul 2 Ranau),5.953561,116.6639501,success
812,Sabah,Ranau,9/1/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Labuk (Kg. Kituntul Lama Ranau); Sungai Labuk (Kg. Marakau Ranau); Sungai Labuk (Kg. Tudangan Ranau); Sungai Labuk (Kg. Kokob Ranau),5.953561,116.6639501,success
813,Sarawak,Selangau,9/1/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Mukah (Rumah Magdeline Entayang, Kampung Melinau Baru)",2.5400855,112.3405368,success
814,Sarawak,Lubok Antu,7/1/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Lupar (RH Buja, Kampung Merbong, Engkilili)",1.043355,111.8535959,success
815,Sarawak,Selangau,7/1/2025,Hujan Lebat / Berterusan,"Batang Balingian (Rumah Anyi Sungai Buloh, Daerah Selangau)",2.5400855,112.3405368,success
816,Perak,Muallim,7/1/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",-,3.7246352,101.5236123,success
817,Perak,Manjung,7/1/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat",-,4.1973012,100.6638604,success
818,Perak,Manjung,7/1/2025,"Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Beruas (PRAKTP0051 - Kg. Padang Serai); Sungai Beruas (Kampung Kasi),4.1973012,100.6638604,success
819,Selangor,Klang,6/1/2025,"Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Klang (Kg. Jalan Kebun (Per. Jln. Kebun Barat - Jln.Ikhsa); Sungai Klang (Kg. Jalan Kebun (Per. Jln. Kg. Lombong - Jln.Bakri),3.0392164,101.4418818,success
820,Sarawak,Samarahan,6/1/2025,Hujan Lebat / Berterusan,Batang Sadong (Kampung Sungai Nyamuk); Batang Sadong (Kampung Sungai Bulan); Batang Sadong (Kampung Senayang); Batang Sadong (Kampung Sangki Iban); Batang Sadong (Kampung Klait); Batang Sadong (Kampung Emperan Buluh),1.4427573,110.4977108,success
821,Selangor,Klang,5/1/2025,"Hujan Lebat / Berterusan, Pembangunan / Pembukaan Tanah / Sampah Sarap, Saliran Dalaman",Sungai Klang (KLNGTP0026 - Jalan Tg. Kelana),3.0392164,101.4418818,success
822,Kedah,Kuala Muda,5/1/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Merbok (Taman Songket Indah),5.5862766,100.3743503,success
823,Perak,Kinta,5/1/2025,"Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Perak (KINTTP0022 - Kg. Ampang Baru); Sungai Perak (PJITP00067 - Taman Cempaka),4.5980891,101.0899487,success
824,Perak,Kinta,5/1/2025,"Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Perak (KINTTP0023 - Kg. Sg. Rokam),4.5980891,101.0899487,success
825,Perak,Kinta,5/1/2025,"Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Perak (KINTTP0025 - Bercham (Taman Desa Impian)),4.5980891,101.0899487,success
826,Perak,Kinta,5/1/2025,"Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Perak (Pekan Tambun); Sungai Perak (SJKC HING HWA Tambun & SK Tambun); Sungai Perak (Batu 5 Sunway),4.5980891,101.0899487,success
827,Sabah,Sipitang,4/1/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Lakutan (NLYNTP0001 - Kg. Naluyan); Sungai Lakutan (LKTNTP0003 - Kg. Mesapol); Sungai Lakutan (LKTNTP0001 - Kg. Sg. Tiga); Sungai Lakutan (LKTNTP0007 - Kg. Bebangkong); Sungai Lakutan (NLYNTP0005 - Kg. Kesili); Sungai Lakutan (Kg Melalia),5.07919,115.550825,success
828,Selangor,Hulu Selangor,4/1/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman , Struktur / Lintasan Menghalang Laluan Air",Sungai Selangor (Taman Seri Cahaya Kg Sentosa Batang Kali),3.5601046,101.6583123,success
829,Sarawak,Kabong,1/1/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Kerian (Jalan Perhubungan Sk. Nyiar, Roban)",1.8040279,111.1190129,success
